NAZIONALITA,AREOPORTO_ARRIVO,AREOPORTO_PARTENZA,DATA_PARTENZA,CITTA_ARR,CITTA_PARTENZA,PAESE_PART,ZONA,ENTRATI,INVESTIGATI,ALLARMATI,TIPO_DOCUMENTO,GENERE,FASCIA_ETA,FLAG_TRANSITO,COMPAGNIA_AEREA,NUMERO_VOLO,ESITO_CONTROLLO,note_operatore,codice_rischio
alb,bgy,tia,2024-02-20 12:10:00,bergamo,tirana,albania,2,119,120,11,,f,18-30,singola tratta,wizz air malta,w43885,respinto,,
alb,fco,tpa,2024-02-28 18:50:00,roma,tampa,stati uniti,5,2,2,0,passaporto,f,0-17,singola tratta,american airlines,aa0718,in attesa,,
alb,mxp,jed,2024-02-28 22:00:00,milano,jeddah,arabia saudita,2,5,5,0,passaporto,,46-60,singola tratta,wizz air malta,w45692,ok,,
alb,bgy,tia,2024-01-26 13:20:00,bergamo,tirana,albania,2,109,0,0,visto,m,,singola tratta,ryanair dac,fr8350,in attesa,,
alb,bri,tia,2024-01-07 11:35:00,bari,tirana,albania,9,62,62,7,permesso di soggiorno,m,18-30,singola tratta,wizz air malta,w46601,fermato,,
alb,fco,ssh,2024-01-27 19:45:00,roma,sharm el sheikh,egitto,5,1,4,0,permesso di soggiorno,m,61+,singola tratta,wizz air malta,w48280,fermato,,
alb,fco,tia,2024-01-11 19:25:00,roma,tirana,albania,5,61,61,9,passaporto,f,46-60,singola tratta,wizz air malta,w43887,ok,,
alb,bgy,tia,2024-01-29 15:15:00,bergamo,tirana,albania,2,,,,carta d'identità,f,31-45,singola tratta,wizz air malta,w43869,respinto,,
alb,blq,tia,2024-01-12 06:50:00,bologna,tirana,albania,8,137,137,14,carta d'identità,m,46-60,singola tratta,wizz air malta,w46681,respinto,,
alb,blq,fru,2024-01-27 17:35:00,bologna,bishkek,kirghizistan,8,1,1,1,,f,18-30,singola tratta,turkish airlines,tk1325,in attesa,,
alb,psa,tia,2024-01-30 21:30:00,pisa,tirana,albania,8,99,99,31,,m,31-45,singola tratta,ryanair dac,fr8391,ok,,
alb,fco,lgw,2024-01-05 19:55:00,roma,londra,regno unito,5,1,0,0,passaporto,m,31-45,singola tratta,vueling airlines,vy6227,,,
alb,bgy,tia,2024-02-18 06:10:00,bergamo,tirana,albania,2,119,119,19,,f,46-60,singola tratta,wizz air malta,w43845,fermato,,
alb,pmo,tia,2024-02-13 05:35:00,palermo,tirana,albania,7,1,0,0,,m,61+,singola tratta,ita airways,az0507,,,
alb,bgy,stn,2024-01-14 12:00:00,bergamo,londra,regno unito,2,3,3,1,passaporto,f,31-45,singola tratta,ryanair dac,fr2738,fermato,,
ago,fco,lad,2024-02-13 00:05:00,roma,luanda,angola,5,1,0,0,,f,0-17,singola tratta,ethiopian airlines,et0712,ok,,
alb,mxp,aer,2024-01-13 07:00:00,milano,sochi,russia,2,1,1,6,,f,46-60,singola tratta,air serbia,ju0540,segnalato,,
,cia,stn,2024-02-04 08:05:00,roma,londra,regno unito,5,2,2,0,permesso di soggiorno,m,31-45,singola tratta,ryanair dac,fr2455,,,
alb,bgy,tia,2024-01-03 06:10:00,bergamo,tirana,albania,2,115,115,20,carta d'identità,m,61+,singola tratta,wizz air malta,w43845,fermato,,
alb,blq,tia,2024-01-21 06:20:00,bologna,tirana,albania,8,164,164,29,permesso di soggiorno,,46-60,singola tratta,wizz air malta,w46681,,,
,fco,dxb,2024-02-22 15:05:00,roma,dubai,emirati arabi uniti,5,2,2,1,,m,,singola tratta,emirates,ek0095,in attesa,,
alb,mxp,tia,2024-01-28 10:30:00,milano,tirana,albania,2,89,92,12,visto,f,18-30,singola tratta,wizz air malta,w46629,in attesa,,
alb,tsf,tia,2024-01-14 20:10:00,treviso,tirana,albania,4,67,67,12,carta d'identità,f,61+,singola tratta,ryanair dac,fr8400,,,
alb,blq,tia,2024-01-07 09:10:00,bologna,tirana,albania,8,151,151,25,visto,f,46-60,singola tratta,ryanair dac,fr8399,fermato,,
alb,mxp,rak,2024-01-19 10:10:00,milano,marrakech,marocco,2,1,1,0,passaporto,f,18-30,singola tratta,wizz air malta,w45536,,,
alb,bgy,tia,2024-02-15 14:55:00,bergamo,tirana,albania,2,73,73,11,,f,61+,singola tratta,wizz air malta,w43869,,,
alb,flr,jfk,2024-01-20 21:00:00,firenze,new york,stati uniti,8,1,1,0,,f,18-30,singola tratta,ita airways,az0611,segnalato,,
alb,lin,jfk,2024-02-03 16:35:00,milano,new york,stati uniti,2,1,0,0,visto,m,,singola tratta,ita airways,az-0609,fermato,,
alb,mxp,lhr,2024-01-02 07:40:00,milano,londra,regno unito,2,1,1,1,passaporto,f,18-30,singola tratta,british airways,ba0572,,,
alb,mxp,jfk,2024-02-24 17:00:00,milano,new york,stati uniti,2,1,2,0,,m,0-17,singola tratta,neos s.p.a.,no0789,segnalato,,
,bgy,bhx,2024-02-22 18:05:00,bergamo,birmingham,regno unito,2,1,1,0,permesso di soggiorno,f,0-17,singola tratta,ryanair dac,fr5103,segnalato,,
alb,mxp,tia,2024-01-14 10:30:00,milano,tirana,albania,2,96,96,14,carta d'identità,f,,singola tratta,wizz air malta,w46629,segnalato,,
alb,vrn,tia,2024-02-15 13:20:00,verona,tirana,albania,4,146,146,5000,passaporto,m,31-45,singola tratta,wizz air malta,w43849,segnalato,,
,trn,stn,2024-01-14 18:50:00,torino,londra,regno unito,1,1,1,1,passaporto,m,18-30,singola tratta,ryanair dac,fr0464,segnalato,,
alb,mxp,tia,2024-02-21 20:55:00,milano,tirana,albania,2,59,59,9,visto,,0-17,singola tratta,wizz air malta,w46609,ok,,
alb,mxp,tia,2024-01-25 06:20:00,milano,tirana,albania,2,110,110,12,permesso di soggiorno,m,31-45,singola tratta,wizz air malta,w46607,respinto,,
alb,mxp,cgk,2024-01-30 03:10:00,milano,giacarta,indonesia,2,2,2,2,,f,46-60,singola tratta,etihad airways,ey0081,respinto,,
alb,psa,tia,2024-01-17 17:55:00,pisa,tirana,albania,8,117,117,21,visto,f,,singola tratta,ryanair dac,fr8391,,,
alb,fco,tia,2024-01-27 20:50:00,roma,tirana,albania,5,1,0,0,visto,m,18-30,singola tratta,wizz air malta,w46691,fermato,,
alb,goa,tia,2024-01-25 05:35:00,genova,tirana,albania,1,1,1,0,permesso di soggiorno,m,46-60,singola tratta,ita airways,az0507,fermato,,
alb,mxp,cmn,2024-01-20 13:00:00,milano,casablanca,marocco,2,1,1,0,carta d'identità,f,61+,singola tratta,royal air maroc,at0950,,,
alb,bgy,tia,2024-01-02 12:10:00,bergamo,tirana,albania,2,83,84,13,,f,0-17,singola tratta,wizz air malta,w43885,,,
afg,bgy,ika,2024-02-10 11:10:00,bergamo,tehran,iran,2,7,0,0,,f,,singola tratta,turkish airlines,tk7794,respinto,,
alb,bri,tia,2024-01-27 11:35:00,bari,tirana,albania,9,109,109,4,carta d'identità,m,31-45,singola tratta,wizz air malta,w46601,in attesa,,
alb,cta,tia,2024-01-08 16:35:00,catania,tirana,albania,7,88,88,90,,m,18-30,singola tratta,wizz air malta,w46688,in attesa,,
alb,mxp,ssh,2024-01-03 00:00:00,milano,sharm el sheikh,egitto,2,2,2,1,,m,61+,singola tratta,wizz air malta,w45608,fermato,,
alb,bgy,tia,2024-02-07 10:15:00,bergamo,tirana,albania,2,80,80,9,visto,f,,singola tratta,ryanair dac,fr8350,ok,,
alb,mxp,prn,2024-02-01 16:10:00,milano,pristina,cossovo,2,,,,visto,,46-60,singola tratta,wizz air malta,w45554,segnalato,,
alb,fco,auh,2024-02-12 00:00:00,roma,abu dhabi,emirati arabi uniti,5,3,3,1,,m,31-45,singola tratta,wizz air abu dhabi,5w7049,ok,,
alb,goa,stn,2024-02-27 12:35:00,genova,londra,regno unito,1,2,2,0,passaporto,m,,singola tratta,ryanair dac,fr0972,respinto,,
alb,fco,tia,2024-02-21 05:35:00,roma,tirana,albania,5,25,0,0,visto,f,46-60,singola tratta,ita airways,az0507,,,
alb,mxp,rak,2024-02-06 17:35:00,milano,marrakech,marocco,2,1,1,0,visto,f,18-30,singola tratta,easyjet europe,ec3930,ok,,
alb,vce,stn,2024-02-03 18:45:00,venezia,londra,regno unito,4,2,2,0,visto,m,46-60,singola tratta,ryanair dac,fr0798,segnalato,,
alb,mxp,tia,2024-02-20 20:15:00,milano,tirana,albania,2,61,61,5,carta d'identità,f,18-30,singola tratta,wizz air malta,w46629,ok,,
alb,cia,tia,2024-02-25 18:55:00,roma,tirana,albania,5,46,0,0,carta d'identità,m,61+,singola tratta,ryanair dac,fr8420,in attesa,,
alb,blq,rmf,2024-02-18 00:00:00,bologna,marsa alam,egitto,8,1,1,0,passaporto,f,18-30,singola tratta,neos s.p.a.,no7619,in attesa,,
alb,fco,lhr,2024-01-19 12:55:00,roma,londra,regno unito,5,1,1,0,,m,,singola tratta,british airways,ba0560,in attesa,,
alb,bgy,tia,2024-02-07 20:35:00,bergamo,tirana,albania,2,75,75,18,passaporto,f,31-45,singola tratta,ryanair dac,fr8356,fermato,,
alb,fco,tia,2024-01-01 06:05:00,roma,tirana,albania,5,117,117,9,carta d'identità,m,18-30,singola tratta,wizz air malta,w43857,respinto,,
alb,bgy,saw,2024-01-03 14:00:00,bergamo,istanbul,turchia,2,2,2,1,visto,,61+,singola tratta,pegasus airlines,pc1213,respinto,,
alb,psa,stn,2024-02-12 17:50:00,pisa,londra,regno unito,8,1,1,0,,f,18-30,singola tratta,ryanair dac,fr0586,segnalato,,
alb,bri,ist,2024-01-19 08:30:00,bari,istanbul,turchia,9,4,4,1,carta d'identità,m,61+,singola tratta,turkish airlines,tk1445,fermato,,
alb,vce,tun,2024-01-18 19:05:00,venezia,tunis,tunisia,4,1,1,0,carta d'identità,f,0-17,singola tratta,ita airways,az0867,,,
are,bgy,shj,2024-01-28 07:15:00,bergamo,sharjah,emirati arabi uniti,2,3,3,0,permesso di soggiorno,f,18-30,singola tratta,air arabia,g90710,ok,,
alb,nap,stn,2024-01-12 06:25:00,napoli,londra,regno unito,6,1,1,0,,f,31-45,singola tratta,ryanair dac,fr1474,fermato,,
alb,fco,ist,2024-01-23 21:10:00,roma,istanbul,turchia,5,1,1,1,visto,m,46-60,singola tratta,turkish airlines,tk1361,segnalato,,
alb,blq,ist,2024-01-24 17:35:00,bologna,istanbul,turchia,8,1,1,0,permesso di soggiorno,,46-60,singola tratta,turkish airlines,tk1325,respinto,,
alb,cia,tia,2024-02-04 18:55:00,roma,tirana,albania,5,64,66,5,,f,46-60,singola tratta,ryanair dac,fr8420,,,
alb,vce,lgw,2024-01-25 09:10:00,venezia,londra,regno unito,4,1,1,0,carta d'identità,m,0-17,singola tratta,wizz air malta,w45789,ok,,
ago,psa,lgw,2024-01-09 13:30:00,pisa,londra,regno unito,8,1,1,0,visto,f,61+,singola tratta,easyjet,u28317,respinto,,
alb,bgy,edi,2024-02-23 16:35:00,bergamo,edinburgh,regno unito,2,,,,passaporto,,18-30,singola tratta,ryanair dac,fr3646,fermato,,
alb,bgy,stn,2024-02-07 07:15:00,bergamo,londra,regno unito,2,2,3,2,visto,f,18-30,singola tratta,ryanair dac,fr2696,respinto,,
alb,mxp,tgd,2024-02-13 16:45:00,milano,podgorica,montenegro,2,6,6,3,,,18-30,singola tratta,wizz air malta,w44901,ok,,
alb,nap,tia,2024-01-11 05:35:00,napoli,tirana,albania,6,1,0,0,permesso di soggiorno,m,31-45,singola tratta,ita airways,az0507,ok,,
alb,bgy,beg,2024-01-01 21:00:00,bergamo,belgrado,serbia,2,1,1,0,visto,,31-45,singola tratta,wizz air hungary,w64123,ok,,
alb,cia,tia,2024-02-22 18:55:00,roma,tirana,albania,5,65,65,19,,m,18-30,singola tratta,ryanair dac,fr8360,in attesa,,
afg,fco,mhd,2024-02-03 09:15:00,roma,mashad,iran,5,1,1,0,carta d'identità,m,,singola tratta,turkish airlines,tk1861,ok,,
and,tsf,amm,2024-02-19 14:10:00,treviso,amman,giordania,4,1,1,0,,f,31-45,singola tratta,ryanair dac,fr9333,,,
alb,mxp,mle,2024-01-31 00:00:00,milano,male,maldive,2,1,1,0,permesso di soggiorno,m,46-60,singola tratta,turkish airlines,tk1877,ok,,
alb,fco,yyz,2024-01-12 20:55:00,roma,toronto,canada,5,1,1,0,carta d'identità,m,31-45,singola tratta,air canada,ac0892,fermato,,
alb,fco,skp,2024-02-03 21:00:00,roma,skopie,macedonia,5,1,0,0,passaporto,f,61+,singola tratta,wizz air hungary,w67757,segnalato,,
,fco,tia,2024-02-18 20:00:00,roma,tirana,albania,5,53,0,0,,f,46-60,singola tratta,wizz air malta,w43887,respinto,,
alb,blq,ltn,2024-02-26 17:10:00,bologna,londra,regno unito,8,1,1,0,carta d'identità,f,0-17,singola tratta,ryanair dac,fr3406,in attesa,,
alb,blq,tia,2024-01-07 12:50:00,bologna,tirana,albania,8,,,,,f,46-60,singola tratta,air albania,zb2005,,,
alb,fco,ssh,2024-01-16 21:20:00,roma,sharm el sheikh,egitto,5,1,0,0,passaporto,f,46-60,singola tratta,wizz air malta,w48280,in attesa,,
alb,fco,dfw,2024-01-07 18:20:00,roma,dallas-fort worth,stati uniti,5,1,1,0,passaporto,f,0-17,singola tratta,american airlines,aa0240,,,
alb,bgy,dxb,2024-01-28 00:00:00,bergamo,dubai,emirati arabi uniti,2,1,1,0,,m,,singola tratta,fly dubai,fz1571,fermato,,
,bgy,saw,2024-01-03 11:40:00,bergamo,istanbul,turchia,2,1,1,1,passaporto,m,46-60,singola tratta,turkish airlines,tk7794,ok,,
alb,mxp,tia,2024-01-19 06:20:00,milano,tirana,albania,2,141,141,7,visto,m,,singola tratta,wizz air malta,w46607,segnalato,,
alb,blq,tia,2024-02-27 11:50:00,bologna,tirana,albania,8,101,101,15,visto,f,0-17,singola tratta,wizz air malta,w43877,fermato,,
alb,cta,stn,2024-01-01 06:35:00,catania,londra,regno unito,7,1,1,0,passaporto,f,0-17,singola tratta,ryanair dac,fr5059,segnalato,,
alb,blq,jfk,2024-01-26 16:35:00,bologna,new york,stati uniti,8,1,0,0,,f,61+,singola tratta,ita airways,az0609,,,
alb,tsf,tia,2024-02-02 11:40:00,treviso,tirana,albania,4,61,61,11,carta d'identità,m,18-30,singola tratta,wizz air malta,w44809,,,
alb,psa,tia,2024-02-02 20:50:00,pisa,tirana,albania,8,86,86,12,carta d'identità,,61+,singola tratta,ryanair dac,fr8391,segnalato,,
afg,mxp,dxb,2024-02-15 15:55:00,milano,dubai,emirati arabi uniti,2,1,1,0,passaporto,m,46-60,singola tratta,emirates,ek0091,ok,,
alb,mxp,auh,2024-01-24 14:45:00,milano,abu dhabi,emirati arabi uniti,2,1,1,0,passaporto,f,46-60,singola tratta,etihad airways,ey0079,,,
,mxp,tia,2024-02-29 06:20:00,milano,tirana,albania,2,85,85,87,,m,46-60,singola tratta,wizz air malta,w46607,segnalato,,
alb,trn,stn,2024-01-13 18:20:00,torino,londra,regno unito,1,1,1,0,carta d'identità,f,,singola tratta,ryanair dac,fr0466,respinto,,
alb,tsf,tia,2024-01-24 16:50:00,treviso,tirana,albania,4,44,44,14,visto,m,31-45,singola tratta,wizz air malta,w44809,,,
alb,mxp,tia,2024-02-16 20:10:00,milano,tirana,albania,2,132,132,17,permesso di soggiorno,f,0-17,singola tratta,wizz air malta,w46609,,,
alb,bri,tia,2024-01-09 11:35:00,bari,tirana,albania,9,112,112,13,carta d'identità,m,61+,singola tratta,wizz air malta,w46601,ok,,
alb,blq,tia,2024-02-07 21:15:00,bologna,tirana,albania,8,60,60,5,,m,18-30,singola tratta,wizz air malta,w43847,respinto,,
alb,vce,man,2024-02-09 00:00:00,venezia,manchester,regno unito,4,,,,carta d'identità,f,,singola tratta,ryanair dac,fr 2898,fermato,,
alb,trn,lgw,2024-02-11 00:00:00,torino,londra,regno unito,1,1,1,0,visto,,0-17,singola tratta,easyjet,u28359,in attesa,,
alb,trn,stn,2024-01-18 18:35:00,torino,londra,regno unito,1,1,1,0,,m,46-60,singola tratta,ryanair dac,fr0466,respinto,,
alb,lin,lhr,2024-02-18 06:45:00,milano,londra,regno unito,2,1,1,0,,f,0-17,singola tratta,ita airways,az0229,,,
alb,bgy,saw,2024-01-29 14:15:00,bergamo,istanbul,turchia,2,1,1,1,visto,m,18-30,singola tratta,pegasus airlines,pc1213,respinto,,
alb,trn,tia,2024-01-20 11:25:00,torino,tirana,albania,1,89,89,18,,f,,singola tratta,wizz air malta,w46661,segnalato,,
alb,bgy,tia,2024-02-01 06:10:00,bergamo,tirana,albania,2,29,29,2,carta d'identità,,18-30,singola tratta,wizz air malta,w43845,,,
,blq,stn,2024-02-05 09:00:00,bologna,londra,regno unito,8,2,2,0,passaporto,m,0-17,singola tratta,ryanair dac,fr0194,,,
alb,bgy,saw,2024-02-27 10:35:00,bergamo,istanbul,turchia,2,3,3,2,visto,,0-17,singola tratta,pegasus airlines,pc1211,ok,,
alb,mxp,stn,2024-02-17 22:00:00,milano,londra,regno unito,2,3,3,0,,f,18-30,singola tratta,ryanair dac,fr8719,respinto,,
alb,bgy,tia,2024-01-01 06:10:00,bergamo,tirana,albania,2,112,112,10,carta d'identità,f,0-17,singola tratta,wizz air malta,w43845,respinto,,
afg,fco,ist,2024-02-27 09:15:00,roma,istanbul,turchia,5,1,1,2,passaporto,f,,singola tratta,turkish airlines,tk1861,in attesa,,
alb,bgy,saw,2024-02-02 13:35:00,bergamo,istanbul,turchia,2,2,2,2,,f,,singola tratta,pegasus airlines,pc1213,segnalato,,
alb,bgy,tia,2024-01-14 12:10:00,bergamo,tirana,albania,2,89,89,17,passaporto,m,31-45,singola tratta,ryanair dac,fr8350,in attesa,,
alb,fco,tia,2024-01-26 06:55:00,roma,tirana,albania,5,163,163,2,passaporto,m,46-60,singola tratta,wizz air malta,w43857,segnalato,,
alb,bgy,tia,2024-01-27 06:10:00,bergamo,tirana,albania,2,138,138,6,,f,31-45,singola tratta,wizz air malta,w43845,ok,,
alb,vce,man,2024-01-08 07:45:00,venezia,manchester,regno unito,0,1,1,1,visto,m,46-60,singola tratta,ryanair dac,fr2898,fermato,,
alb,goa,tia,2024-01-07 19:45:00,genova,tirana,albania,1,128,128,23,permesso di soggiorno,m,18-30,singola tratta,wizz air malta,w46637,,,
alb,vrn,lgw,2024-01-19 13:10:00,verona,londra,regno unito,4,2,2,0,visto,f,46-60,singola tratta,british airways,ba2592,fermato,,
alb,vce,lgw,2024-02-12 09:00:00,venezia,londra,regno unito,4,1,1,0,permesso di soggiorno,m,46-60,singola tratta,wizz air malta,w45789,in attesa,,
alb,fco,tia,2024-02-01 19:50:00,roma,tirana,albania,5,58,58,2,visto,f,0-17,singola tratta,wizz air malta,w43887,fermato,,
alb,psa,tia,2024-02-01 16:15:00,pisa,tirana,albania,8,138,138,14,,m,31-45,singola tratta,wizz air malta,w46649,segnalato,,
and,suf,stn,2024-02-17 08:35:00,lamezia terme,londra,regno unito,6,1,1,0,,m,,singola tratta,ryanair dac,fr2728,in attesa,,
alb,mxp,tia,2024-01-17 06:20:00,milano,tirana,albania,2,127,127,9,,m,46-60,singola tratta,wizz air malta,w46607,ok,,
alb,fco,tia,2024-01-26 16:45:00,roma,tirana,albania,5,122,122,9,permesso di soggiorno,m,31-45,singola tratta,wizz air malta,w43887,respinto,,
alb,cia,stn,2024-02-24 06:20:00,roma,londra,regno unito,5,2,2,0,passaporto,m,0-17,singola tratta,ryanair dac,fr2455,respinto,,
alb,mxp,prn,2024-01-07 16:10:00,milano,pristina,cossovo,2,1,1,5,,f,46-60,singola tratta,wizz air malta,w45554,,,
,fco,mex,2024-01-01 20:40:00,roma,citta del messico,messico,5,2,2,0,,f,61+,singola tratta,aeromexico,am0070,in attesa,,
alb,fco,tia,2024-01-25 05:35:00,roma,tirana,albania,5,7,7,0,,f,18-30,singola tratta,ita airways,az0507,segnalato,,
alb,fco,dtw,2024-02-01 19:45:00,roma,detroit,stati uniti,5,1,1,0,,f,46-60,singola tratta,delta air lines,dl0230,ok,,
,cta,tia,2024-02-02 13:10:00,catania,tirana,albania,7,41,41,3,visto,,61+,singola tratta,wizz air malta,w46605,,,
alb,mxp,tia,2024-01-24 20:55:00,milano,tirana,albania,2,58,58,6,permesso di soggiorno,f,46-60,singola tratta,wizz air malta,w46609,,,
alb,fco,jfk,2024-01-08 17:50:00,roma,new york,stati uniti,5,2,2,0,carta d'identità,m,18-30,singola tratta,delta air lines,dl0182,in attesa,,
alb,aoi,stn,2024-01-29 18:25:00,ancona,londra,regno unito,8,1,1,0,passaporto,m,46-60,singola tratta,ryanair dac,fr-0124,ok,,
,psa,stn,2024-02-10 00:00:00,pisa,londra,regno unito,8,2,2,0,visto,f,46-60,singola tratta,ryanair dac,fr0586,,,
alb,blq,stn,2024-02-27 08:00:00,bologna,londra,regno unito,8,2,2,0,visto,f,18-30,singola tratta,ryanair dac,fr0194,in attesa,,
,mxp,amd,2024-02-23 14:45:00,milano,ahmedabad,india,2,1,4,0,,m,18-30,singola tratta,etihad airways,ey0079,fermato,,
alb,vce,tia,2024-01-14 07:00:00,venezia,tirana,albania,4,46,46,10,,m,,singola tratta,wizz air malta,w46718,segnalato,,
alb,blq,ist,2024-02-16 17:35:00,bologna,istanbul,turchia,8,2,2,0,carta d'identità,m,31-45,singola tratta,turkish airlines,tk1325,ok,,
alb,fco,tia,2024-02-13 05:35:00,roma,tirana,albania,5,14,0,0,,m,31-45,singola tratta,ita airways,az0507,segnalato,,
alb,blq,tia,2024-01-03 11:30:00,bologna,tirana,albania,8,107,107,34,passaporto,f,18-30,singola tratta,wizz air malta,w43877,,,
,psa,lgw,2024-02-12 13:30:00,pisa,londra,regno unito,8,1,1,0,visto,m,61+,singola tratta,easyjet,u28317,in attesa,,
alb,cia,stn,2024-01-24 08:05:00,roma,londra,regno unito,5,1,1,0,carta d'identità,f,61+,singola tratta,ryanair dac,fr2510,respinto,,
afg,vce,ika,2024-01-15 09:35:00,venezia,tehran,iran,4,1,1,1,passaporto,,31-45,singola tratta,emirates,ek0135,fermato,,
alb,vrn,tia,2024-01-12 21:15:00,verona,tirana,albania,4,123,123,15,permesso di soggiorno,f,61+,singola tratta,wizz air malta,w43849,ok,,
alb,rmi,tia,2024-02-01 10:25:00,rimini,tirana,albania,8,101,101,17,visto,f,0-17,singola tratta,wizz air malta,w43875,,,
alb,bri,tia,2024-02-03 11:35:00,bari,tirana,albania,9,110,110,4,visto,m,18-30,singola tratta,wizz air malta,w46601,ok,,
alb,cia,tia,2024-02-09 00:00:00,roma,tirana,albania,5,137,0,0,,f,46-60,singola tratta,ryanair dac,fr8360,respinto,,
alb,cta,tia,2024-01-03 12:55:00,catania,tirana,albania,7,61,61,5,passaporto,m,46-60,singola tratta,wizz air malta,w46605,,,
alb,nap,edi,2024-02-23 13:40:00,napoli,edinburgh,regno unito,6,1,1,0,carta d'identità,f,0-17,singola tratta,ryanair dac,fr7409,fermato,,
afg,bgy,ika,2024-01-09 00:00:00,bergamo,tehran,iran,2,1,4,0,passaporto,f,18-30,singola tratta,turkish airlines,tk7794,,,
alb,goa,tia,2024-02-20 05:35:00,genova,tirana,albania,1,1,1,1,carta d'identità,f,0-17,singola tratta,ita airways,az0507,ok,,
alb,lin,lcy,2024-01-09 19:05:00,milano,londra,regno unito,2,1,1,0,passaporto,,0-17,singola tratta,ita airways,az0219,,,
alb,fco,jed,2024-01-17 22:15:00,roma,jeddah,arabia saudita,5,7,0,0,visto,f,,singola tratta,wizz air malta,w48350,in attesa,,
alb,bgy,amm,2024-02-21 21:35:00,bergamo,amman,giordania,2,1,1,0,,f,0-17,singola tratta,ryanair dac,fr3155,fermato,,
alb,fco,dtw,2024-02-04 16:35:00,roma,detroit,stati uniti,5,1,1,0,,m,18-30,singola tratta,ita airways,az0609,respinto,,
alb,mxp,prn,2024-02-10 00:00:00,milano,pristina,cossovo,2,6,6,1,,f,46-60,singola tratta,wizz air malta,w45554,segnalato,,
alb,bgy,tia,2024-01-20 08:20:00,bergamo,tirana,albania,2,148,150,6,carta d'identità,f,31-45,singola tratta,ryanair dac,fr8350,fermato,,
,trn,tia,2024-02-18 19:55:00,torino,tirana,albania,1,57,57,10,permesso di soggiorno,f,61+,singola tratta,wizz air malta,w46661,,,
alb,cta,tia,2024-02-28 13:25:00,catania,tirana,albania,7,31,31,4,permesso di soggiorno,f,0-17,singola tratta,ryanair dac,fr8370,fermato,,
alb,mxp,cgk,2024-02-25 08:55:00,milano,giacarta,indonesia,2,1,1,1,carta d'identità,f,,singola tratta,qatar airways,qr0127,segnalato,,
alb,vrn,tia,2024-02-06 19:50:00,verona,tirana,albania,4,45,45,12,passaporto,f,0-17,singola tratta,wizz air malta,w43849,,,
alb,bgy,man,2024-02-19 14:00:00,bergamo,manchester,regno unito,2,2,2,0,passaporto,f,18-30,singola tratta,ryanair dac,fr3216,respinto,,
alb,tsf,tia,2024-02-06 20:20:00,treviso,tirana,albania,4,48,48,12,,f,18-30,singola tratta,ryanair dac,fr8400,,,
alb,psa,tia,2024-02-28 17:55:00,pisa,tirana,albania,8,95,95,100,passaporto,,18-30,singola tratta,ryanair dac,fr8391,respinto,,
alb,fco,jed,2024-01-25 10:20:00,roma,jeddah,arabia saudita,5,1,1,0,,m,46-60,singola tratta,saudi arabian airlines,sv0201,in attesa,,
alb,trn,ltn,2024-02-04 18:25:00,torino,londra,regno unito,1,2,2,0,passaporto,m,61+,singola tratta,ryanair dac,fr9670,,,
alb,mxp,tia,2024-02-22 06:20:00,milano,tirana,albania,2,133,133,14,permesso di soggiorno,f,46-60,singola tratta,wizz air malta,w46607,respinto,,
alb,vrn,stn,2024-02-02 05:45:00,verona,londra,regno unito,4,3,3,0,,f,0-17,singola tratta,ryanair dac,fr2338,in attesa,,
alb,mxp,tia,2024-01-08 19:45:00,milano,tirana,albania,2,105,105,23,permesso di soggiorno,m,0-17,singola tratta,wizz air malta,w46609,segnalato,,
,bgy,ncl,2024-01-23 18:05:00,bergamo,newcastle,regno unito,2,1,1,0,carta d'identità,f,,singola tratta,ryanair dac,fr0460,segnalato,,
