OCCORRENZE,AREOPORTO_ARRIVO,AREOPORTO_PARTENZA,DATA_PARTENZA,CITTA_ARR_allarmi,CITTA_PARTENZA_allarmi,PAESE_PART_allarmi,ZONA_allarmi,TOT,MOTIVO_ALLARME,note_operatore_allarmi,flag_rischio,NAZIONALITA,CITTA_ARR_tip,CITTA_PARTENZA_tip,PAESE_PART_tip,ZONA_tip,ENTRATI,INVESTIGATI,ALLARMATI,TIPO_DOCUMENTO,GENERE,FASCIA_ETA,FLAG_TRANSITO,COMPAGNIA_AEREA,NUMERO_VOLO,ESITO_CONTROLLO,note_operatore_tip,codice_rischio
viaggiatori entrati,mxp,ist,2024-02-14 08:40:00,milano,istanbul,turchia,2.0,235.0,tsc,,,afg,milano,istanbul,turchia,2.0,1.0,1.0,1.0,,,46-60,singola tratta,turkish airlines,tk1873,segnalato,,
viaggiatori entrati,fco,dxb,2024-02-14 08:55:00,roma,dubai,emirati arabi uniti,5.0,295.0,sdi,,,,,,,,,,,,,,,,,,,
voli disponibili,cia,man,2024-02-14 09:00:00,roma,manchester,regno unito,5.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
esito negativo,fco,ist,2024-02-14 09:15:00,roma,istanbul,turchia,5.0,16.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,mxp,lhr,2024-02-14 09:20:00,milano,londra,regno unito,2.0,,interpol,,,,,,,,,,,,,,,,,,,
allarmi generati,pmf,rmo,2024-02-14 10:00:00,parma,chisinau,moldavia,8.0,9.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi generati,vce,dwc,2024-02-14 10:38:00,venezia,dubai,emirati arabi uniti,4.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli con allarmi,fco,tun,2024-02-14 11:25:00,roma,tunisi,tunisia,5.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
voli con allarmi,bgy,tia,2024-02-14 11:35:00,bergamo,tirana,albania,2.0,1.0,tsc,,,alb,bergamo,tirana,albania,2.0,64.0,64.0,11.0,carta d'identità,m,0-17,singola tratta,wizz air malta,w43885,in attesa,,
viaggiatori investigati,psa,stn,2024-02-14 12:10:00,pisa,londra,regno unito,8.0,185.0,,,,alb,pisa,londra,regno unito,8.0,2.0,2.0,0.0,carta d'identità,,18-30,singola tratta,ryanair dac,fr0584,in attesa,,
viaggiatori entrati,psa,stn,2024-02-14 12:10:00,pisa,londra,regno unito,8.0,185.0,nsis,,,alb,pisa,londra,regno unito,8.0,2.0,2.0,0.0,carta d'identità,,18-30,singola tratta,ryanair dac,fr0584,in attesa,,
voli disponibili,mxp,icn,2024-02-14 12:10:00,milano,seoul,corea del sud,2.0,1.0,sdi,,,alb,milano,seoul,corea del sud,2.0,1.0,1.0,0.0,passaporto,f,31-45,singola tratta,korean airlines,ke0927,in attesa,,
voli disponibili,mxp,ist,2024-02-14 12:35:00,milano,istanbul,turchia,2.0,,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,mxp,cai,2024-02-14 12:50:00,milano,cairo,egitto,2.0,84.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,fco,icn,2024-02-14 13:20:00,roma,seoul,corea del sud,5.0,278.0,nsis,,,,,,,,,,,,,,,,,,,
allarmi chiusi,fco,hnd,2024-02-14 13:20:00,roma,tokyo,giappone,5.0,2.0,,,,,,,,,,,,,,,,,,,,
voli disponibili,mxp,hrg,2024-02-14 13:40:00,milano,hurghada,egitto,2.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi generati,tsf,ltn,2024-02-14 13:45:00,treviso,londra,regno unito,4.0,11.0,nsis,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,lin,lcy,2024-02-14 13:45:00,milano,londra,regno unito,2.0,48.0,nsis,,,,,,,,,,,,,,,,,,,
voli disponibili,mxp,sid,2024-02-14 14:10:00,milano,sal,capo verde,2.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
esito negativo,mxp,mct,2024-02-14 14:15:00,milano,muscat,oman,2.0,39.0,sdi,,,,,,,,,,,,,,,,,,,
esito negativo,fco,dxb,2024-02-14 15:05:00,roma,dubai,emirati arabi uniti,5.0,19.0,tsc,,,,,,,,,,,,,,,,,,,
esito negativo,psa,tia,2024-02-14 15:15:00,pisa,tirana,albania,8.0,27.0,nsis,doppio controllo,,,pisa,tirana,albania,8.0,101.0,101.0,21.0,passaporto,f,,singola tratta,wizz air malta,w46649,,,
esito negativo,fco,saw,2024-02-14 15:35:00,roma,istanbul,turchia,5.0,5.0,sdi,,,,,,,,,,,,,,,,,,,
voli investigati,mxp,tlv,2024-02-14 15:45:00,milano,tel aviv yafo,israele,2.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,bgy,tia,2024-02-14 16:00:00,bergamo,tirana,albania,2.0,1.0,,,,alb,bergamo,tirana,albania,2.0,58.0,58.0,60.0,permesso di soggiorno,m,46-60,singola tratta,wizz air malta,w43869,ok,,
voli disponibili,tsf,tia,2024-02-14 16:05:00,treviso,tirana,albania,4.0,1.0,tsc,,,alb,treviso,tirana,albania,4.0,44.0,44.0,46.0,visto,m,46-60,singola tratta,ryanair dac,fr8400,in attesa,,
voli investigati,fco,lgw,2024-02-14 16:40:00,roma,londra,regno unito,5.0,1.0,nsis,,,alb,roma,londra,regno unito,5.0,1.0,1.0,0.0,carta d'identità,,31-45,singola tratta,easyjet,u28329,,,
voli investigati,fco,rmo,2024-02-14 17:20:00,roma,chisinau,moldavia,5.0,1.0,,,,,,,,,,,,,,,,,,,,
allarmi generati,fco,ewr,2024-02-14 17:40:00,roma,new york,stati uniti,5.0,1.0,,,,,,,,,,,,,,,,,,,,
allarmi chiusi,fco,ewr,2024-02-14 17:40:00,roma,newark,stati uniti,5.0,3.0,nsis,,alto,,,,,,,,,,,,,,,,,
allarmi generati,psa,tia,2024-02-14 17:55:00,pisa,tirana,albania,8.0,31.0,interpol,,,alb,pisa,tirana,albania,8.0,110.0,110.0,16.0,visto,m,,singola tratta,ryanair dac,fr8391,ok,,
voli disponibili,fco,ist,2024-02-14 18:00:00,roma,istanbul,turchia,5.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,cia,stn,2024-02-14 18:00:00,roma,londra,regno unito,5.0,1.0,sdi,,,alb,roma,londra,regno unito,5.0,1.0,1.0,0.0,passaporto,m,31-45,singola tratta,ryanair dac,fr3002,in attesa,,
viaggiatori entrati,mxp,gru,2024-02-14 18:00:00,milano,san paolo,brasile,2.0,391.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi chiusi,fco,lhr,2024-02-14 18:20:00,roma,londra,regno unito,5.0,2.0,interpol,,,,roma,londra,regno unito,5.0,1.0,1.0,0.0,permesso di soggiorno,m,31-45,singola tratta,british airways,ba0558,fermato,,
voli investigati,nap,lgw,2024-02-14 18:40:00,napoli,londra,regno unito,6.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
voli disponibili,bri,ist,2024-02-14 19:25:00,bari,istanbul,turchia,9.0,1.0,,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,mia,2024-02-14 19:50:00,roma,miami,stati uniti,5.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,fco,gru,2024-02-14 20:40:00,roma,san paolo,brasile,5.0,3.0,nsis,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,bgy,amm,2024-02-14 21:35:00,bergamo,amman,giordania,2.0,117.0,manuale,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,add,2024-02-14 22:50:00,roma,addis ababa,etiopia,5.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli disponibili,fco,pek,2024-02-15 00:00:00,roma,pechino,cina,5.0,1.0,,,,,,,,,,,,,,,,,,,,
voli disponibili,fco,beg,2024-02-15 00:00:00,roma,belgrado,serbia,5.0,1.0,,,,,,,,,,,,,,,,,,,,
esito negativo,mxp,hkg,2024-02-15 00:50:00,milano,hong kong,hong kong,2.0,12.0,tsc,,,,,,,,,,,,,,,,,,,
voli investigati,fco,szx,2024-02-15 01:30:00,roma,shenzhen,cina,5.0,1.0,,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,mxp,pek,2024-02-15 01:35:00,milano,pechino,cina,2.0,247.0,,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,mxp,auh,2024-02-15 03:10:00,milano,abu dhabi,emirati arabi uniti,2.0,273.0,manuale,,,,,,,,,,,,,,,,,,,
voli con allarmi,fco,del,2024-02-15 03:45:00,roma,nuova delhi,india,5.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,fco,rmo,2024-02-15 06:00:00,roma,chisinau,moldavia,5.0,93.0,sdi,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,beg,2024-02-15 06:10:00,roma,belgrado,serbia,5.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,bgy,rak,2024-02-15 06:15:00,bergamo,marrakech,marocco,2.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli con allarmi,fco,beg,2024-02-15 06:45:00,roma,belgrado,serbia,5.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,psa,tia,2024-02-15 06:50:00,pisa,tirana,albania,8.0,182.0,,,,alb,pisa,tirana,albania,8.0,142.0,142.0,12.0,passaporto,f,18-30,singola tratta,wizz air malta,w43853,in attesa,,
viaggiatori entrati,bgy,cmn,2024-02-15 07:00:00,bergamo,casablanca,marocco,2.0,163.0,,,,,,,,,,,,,,,,,,,,
voli con allarmi,blq,tia,2024-02-15 07:10:00,bologna,tirana,albania,8.0,1.0,tsc,,,alb,bologna,tirana,albania,8.0,97.0,97.0,5.0,,m,18-30,singola tratta,wizz air malta,w46681,segnalato,,
viaggiatori investigati,fco,bhx,2024-02-15 07:15:00,roma,birmingham,regno unito,5.0,186.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,cta,lgw,2024-02-15 07:20:00,catania,londra,regno unito,7.0,124.0,tsc,,,,,,,,,,,,,,,,,,,
voli con allarmi,nap,ist,2024-02-15 08:00:00,napoli,istanbul,turchia,6.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,trn,lgw,2024-02-15 08:00:00,torino,londra,regno unito,1.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,mxp,kwi,2024-02-15 08:25:00,milano,kuwait city,kuwait,2.0,,,,,,,,,,,,,,,,,,,,,
allarmi generati,vce,lhr,2024-02-15 08:25:00,venezia,londra,regno unito,4.0,3.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,lin,lcy,2024-02-15 08:30:00,milano,londra,regno unito,2.0,45.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,fco,kwi,2024-02-15 08:35:00,roma,kuwait city,kuwait,5.0,108.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,fco,lhr,2024-02-15 08:55:00,roma,londra,regno unito,5.0,150.0,interpol,,,,,,,,,,,,,,,,,,,
voli con allarmi,vce,lgw,2024-02-15 09:10:00,venezia,londra,regno unito,4.0,1.0,manuale,,,,venezia,londra,regno unito,4.0,1.0,1.0,0.0,carta d'identità,m,,singola tratta,wizz air malta,w45789,,,
voli investigati,fco,doh,2024-02-15 09:15:00,roma,doha,qatar,5.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,vrn,lgw,2024-02-15 09:20:00,verona,londra,regno unito,4.0,159.0,manuale,,,,,,,,,,,,,,,,,,,
voli disponibili,mxp,cai,2024-02-15 09:35:00,milano,cairo,egitto,2.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli con allarmi,fco,cai,2024-02-15 10:00:00,roma,cairo,egitto,5.0,1.0,,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,lin,beg,2024-02-15 10:00:00,milano,belgrado,serbia,2.0,6.0,nsis,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,rmi,tia,2024-02-15 10:25:00,rimini,tirana,albania,8.0,154.0,tsc,,,alb,rimini,tirana,albania,8.0,98.0,98.0,11.0,visto,f,18-30,singola tratta,wizz air malta,w43875,segnalato,,
viaggiatori con allarmi,vrn,stn,2024-02-15 10:35:00,verona,londra,regno unito,4.0,4.0,,,,,,,,,,,,,,,,,,,,
voli investigati,bgy,saw,2024-02-15 11:10:00,bergamo,istanbul,turchia,2.0,1.0,interpol,,,alb,bergamo,istanbul,turchia,2.0,3.0,3.0,1.0,,m,46-60,singola tratta,pegasus airlines,pc1211,,,
voli investigati,aoi,tia,2024-02-15 11:15:00,ancona,tirana,albania,8.0,1.0,interpol,,,alb,ancona,tirana,albania,8.0,93.0,93.0,10.0,passaporto,m,46-60,singola tratta,wizz air malta,w43855,ok,,
allarmi generati,fco,tun,2024-02-15 11:25:00,roma,tunis,tunisia,5.0,18.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,mxp,edi,2024-02-15 11:30:00,milano,edinburgh,regno unito,2.0,141.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,bri,tia,2024-02-15 11:35:00,bari,tirana,albania,9.0,196.0,sdi,,,alb,bari,tirana,albania,9.0,68.0,68.0,11.0,carta d'identità,f,61+,singola tratta,wizz air malta,w46601,respinto,,
voli investigati,mxp,adb,2024-02-15 11:45:00,milano,smirne,turchia,2.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
voli investigati,cta,tia,2024-02-15 11:50:00,catania,tirana,albania,7.0,,sdi,,,alb,catania,tirana,albania,7.0,39.0,42.0,3.0,,m,46-60,singola tratta,ryanair dac,fr8370,fermato,,
esito negativo,cta,tia,2024-02-15 11:50:00,catania,tirana,albania,7.0,9.0,interpol,,,alb,catania,tirana,albania,7.0,39.0,42.0,3.0,,m,46-60,singola tratta,ryanair dac,fr8370,fermato,,
voli disponibili,pmf,edi,2024-02-15 12:00:00,parma,edinburgh,regno unito,8.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
allarmi chiusi,bgy,tia,2024-02-15 12:10:00,bergamo,tirana,albania,2.0,1.0,sdi,,,alb,bergamo,tirana,albania,2.0,110.0,110.0,17.0,,f,,singola tratta,wizz air malta,w43885,segnalato,,
voli con allarmi,mxp,tia,2024-02-15 12:50:00,milano,tirana,albania,2.0,1.0,interpol,,,alb,milano,tirana,albania,2.0,64.0,64.0,13.0,,f,46-60,singola tratta,air albania,zb2003,fermato,,
viaggiatori investigati,fco,cmn,2024-02-15 13:00:00,roma,casablanca,marocco,5.0,146.0,interpol,,,,,,,,,,,,,,,,,,,
voli con allarmi,mxp,cmn,2024-02-15 13:00:00,milano,casablanca,marocco,2.0,0.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,mxp,rmf,2024-02-15 13:05:00,milano,marsa alam,egitto,2.0,125.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,fco,eze,2024-02-15 13:45:00,roma,buenos aires,argentina,5.0,321.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,vce,stn,2024-02-15 14:05:00,venezia,londra,regno unito,4.0,178.0,tsc,,,alb,venezia,londra,regno unito,4.0,1.0,1.0,0.0,permesso di soggiorno,f,0-17,singola tratta,ryanair dac,fr0794,respinto,,
viaggiatori entrati,mxp,mct,2024-02-15 14:15:00,milano,muscat,oman,2.0,231.0,interpol,,,,,,,,,,,,,,,,,,,
allarmi chiusi,bgy,rak,2024-02-15 14:15:00,bergamo,marrakech,marocco,2.0,10.0,nsis,,,,,,,,,,,,,,,,,,,
esito negativo,blq,lhr,2024-02-15 14:35:00,bologna,londra,regno unito,8.0,3.0,manuale,,,,,,,,,,,,,,,,,,,
allarmi chiusi,mxp,lgw,2024-02-15 15:00:00,milano,londra,regno unito,2.0,2.0,,,,,,,,,,,,,,,,,,,,
voli disponibili,mxp,doh,2024-02-15 15:30:00,milano,doha,qatar,2.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
voli disponibili,trn,lgw,2024-02-15 15:40:00,torino,londra,regno unito,1.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,fco,gru,2024-02-15 15:45:00,roma,san paolo,brasile,5.0,3.0,nsis,,,,,,,,,,,,,,,,,,,
voli investigati,mxp,ssh,2024-02-15 15:55:00,milano,sharm el sheikh,egitto,2.0,1.0,sdi,,,alb,milano,sharm el sheikh,egitto,2.0,1.0,1.0,0.0,permesso di soggiorno,m,0-17,singola tratta,neos s.p.a.,no4759,segnalato,,
voli disponibili,mxp,yyz,2024-02-15 16:05:00,milano,toronto,canada,2.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli con allarmi,vce,lgw,2024-02-15 16:50:00,venezia,londra,regno unito,4.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
allarmi generati,blq,ist,2024-02-15 17:35:00,bologna,istanbul,turchia,8.0,14.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,nap,ist,2024-02-15 17:55:00,napoli,istanbul,turchia,6.0,25.0,,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,bgy,bhx,2024-02-15 18:05:00,bergamo,birmingham,regno unito,2.0,1.0,,,,,,,,,,,,,,,,,,,,
esito negativo,blq,tia,2024-02-15 18:10:00,bologna,tirana,albania,8.0,1.0,sdi,,,alb,bologna,tirana,albania,8.0,101.0,101.0,104.0,permesso di soggiorno,,31-45,singola tratta,ryanair dac,fr8399,in attesa,,
allarmi chiusi,blq,tia,2024-02-15 18:10:00,bologna,tirana,albania,8.0,26.0,,,,alb,bologna,tirana,albania,8.0,101.0,101.0,104.0,permesso di soggiorno,,31-45,singola tratta,ryanair dac,fr8399,in attesa,,
viaggiatori con allarmi,blq,cmn,2024-02-15 19:10:00,bologna,casablanca,marocco,8.0,41.0,sdi,,,,,,,,,,,,,,,,,,,
voli investigati,nap,tia,2024-02-15 19:35:00,napoli,tirana,albania,6.0,1.0,tsc,,,alb,napoli,tirana,albania,6.0,,,,permesso di soggiorno,m,0-17,singola tratta,wizz air malta,w44825,segnalato,,
voli investigati,blq,lhr,2024-02-15 19:40:00,bologna,londra,regno unito,8.0,,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,mxp,jed,2024-02-15 19:40:00,milano,jeddah,arabia saudita,2.0,218.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,bri,stn,2024-02-15 19:55:00,bari,londra,regno unito,9.0,173.0,manuale,,,,,,,,,,,,,,,,,,,
voli investigati,bri,stn,2024-02-15 19:55:00,bari,londra,regno unito,9.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli investigati,tsf,tia,2024-02-15 20:15:00,treviso,tirana,albania,4.0,1.0,interpol,,,alb,treviso,tirana,albania,4.0,72.0,73.0,8.0,permesso di soggiorno,f,31-45,singola tratta,ryanair dac,fr8400,in attesa,,
voli disponibili,fco,mex,2024-02-15 20:40:00,roma,citta del messico,messico,5.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
voli investigati,vce,tia,2024-02-15 21:20:00,venezia,tirana,albania,4.0,1.0,nsis,,,alb,venezia,tirana,albania,4.0,24.0,24.0,6.0,,f,0-17,singola tratta,wizz air malta,w46718,in attesa,,
voli solo visualizzati,fco,add,2024-02-15 22:50:00,roma,addis ababa,etiopia,5.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,fco,add,2024-02-15 23:00:00,roma,addis ababa,etiopia,5.0,511.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,fco,tpe,2024-02-15 23:25:00,roma,taipei,taiwan,5.0,5.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,cia,stn,2024-02-16 00:00:00,roma,londra,regno unito,5.0,182.0,tsc,,,,,,,,,,,,,,,,,,,
voli disponibili,lin,lcy,2024-02-16 00:00:00,milano,londra,regno unito,2.0,1.0,,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,fco,hgh,2024-02-16 00:55:00,roma,hangzhou,cina,5.0,62.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,mxp,bah,2024-02-16 01:40:00,milano,manama,bahrain,2.0,155.0,,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,fco,ckg,2024-02-16 02:00:00,roma,chongqing,cina,5.0,171.0,interpol,,,,,,,,,,,,,,,,,,,
allarmi chiusi,mxp,tlv,2024-02-16 05:15:00,milano,tel aviv yafo,israele,2.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,mxp,tlv,2024-02-16 05:15:00,milano,tel aviv yafo,israele,2.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
allarmi generati,fco,bey,2024-02-16 06:10:00,roma,beirut,libano,5.0,3.0,nsis,,,,,,,,,,,,,,,,,,,
voli disponibili,nap,stn,2024-02-16 06:25:00,napoli,londra,regno unito,6.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
esito negativo,nap,stn,2024-02-16 06:25:00,napoli,londra,regno unito,6.0,3.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,lin,lhr,2024-02-16 06:45:00,milano,londra,regno unito,2.0,72.0,,,,,,,,,,,,,,,,,,,,
esito negativo,tsf,tia,2024-02-16 06:50:00,treviso,tirana,albania,4.0,5.0,,,,alb,treviso,tirana,albania,4.0,149.0,149.0,4.0,,f,18-30,singola tratta,wizz air malta,w43851,,,
esito negativo,mxp,beg,2024-02-16 07:00:00,milano,belgrado,serbia,2.0,2.0,interpol,,,,,,,,,,,,,,,,,,,
allarmi generati,bgy,stn,2024-02-16 07:15:00,bergamo,londra,regno unito,2.0,5.0,tsc,,,,,,,,,,,,,,,,,,,
voli disponibili,nap,lgw,2024-02-16 07:30:00,napoli,londra,regno unito,6.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi chiusi,mxp,man,2024-02-16 07:45:00,milano,manchester,regno unito,2.0,2.0,tsc,,,,,,,,,,,,,,,,,,,
voli con allarmi,pmo,ist,2024-02-16 07:55:00,palermo,istanbul,turchia,7.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,cta,ist,2024-02-16 07:55:00,catania,istanbul,turchia,7.0,66.0,manuale,,,alb,catania,istanbul,turchia,7.0,1.0,1.0,0.0,visto,,,singola tratta,turkish airlines,tk1393,fermato,,
voli solo visualizzati,mxp,doh,2024-02-16 08:55:00,milano,doha,qatar,2.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,mxp,doh,2024-02-16 08:55:00,milano,doha,qatar,2.0,22.0,,,,,,,,,,,,,,,,,,,,
voli con allarmi,mxp,dxb,2024-02-16 09:05:00,milano,dubai,emirati arabi uniti,2.0,1.0,sdi,,,alb,milano,dubai,emirati arabi uniti,2.0,1.0,1.0,0.0,visto,f,0-17,singola tratta,emirates,ek0205,respinto,,
voli investigati,fco,lgw,2024-02-16 09:10:00,roma,londra,regno unito,5.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
voli con allarmi,fco,ist,2024-02-16 09:15:00,roma,istanbul,turchia,5.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli investigati,fco,lgw,2024-02-16 09:29:00,roma,londra,regno unito,5.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli disponibili,fco,lgw,2024-02-16 09:40:00,roma,londra,regno unito,5.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi chiusi,trn,lgw,2024-02-16 09:50:00,torino,londra,regno unito,1.0,1.0,,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,fco,rak,2024-02-16 10:20:00,roma,marrakech,marocco,5.0,217.0,nsis,,,,,,,,,,,,,,,,,,,
allarmi chiusi,lin,lhr,2024-02-16 10:20:00,milano,londra,regno unito,2.0,10000.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,bgy,saw,2024-02-16 10:35:00,bergamo,istanbul,turchia,2.0,196.0,manuale,,,afg,bergamo,istanbul,turchia,2.0,2.0,2.0,4.0,,f,0-17,singola tratta,pegasus airlines,pc1211,segnalato,,
allarmi generati,fco,saw,2024-02-16 10:40:00,roma,istanbul,turchia,5.0,4.0,sdi,,,alb,roma,istanbul,turchia,5.0,,,,visto,m,46-60,singola tratta,pegasus airlines,pc1223,segnalato,,
voli con allarmi,fco,saw,2024-02-16 10:40:00,roma,istanbul,turchia,5.0,1.0,nsis,,,alb,roma,istanbul,turchia,5.0,,,,visto,m,46-60,singola tratta,pegasus airlines,pc1223,segnalato,,
viaggiatori entrati,mxp,evn,2024-02-16 11:00:00,milano,yerevan,armenia,2.0,155.0,,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,vce,stn,2024-02-16 11:00:00,venezia,londra,regno unito,4.0,172.0,,,,alb,venezia,londra,regno unito,4.0,1.0,1.0,0.0,visto,f,18-30,singola tratta,ryanair dac,fr0794,,,
voli disponibili,vce,lgw,2024-02-16 11:25:00,venezia,londra,regno unito,4.0,1.0,tsc,,,alb,venezia,londra,regno unito,4.0,1.0,1.0,0.0,permesso di soggiorno,f,61+,singola tratta,easyjet,u28319,respinto,,
voli disponibili,bri,tia,2024-02-16 11:35:00,bari,tirana,albania,9.0,1.0,manuale,,,alb,bari,tirana,albania,9.0,95.0,95.0,5.0,carta d'identità,,0-17,singola tratta,wizz air malta,w46601,fermato,,
esito negativo,mxp,lhr,2024-02-16 11:40:00,milano,londra,regno unito,2.0,2.0,manuale,,,alb,milano,londra,regno unito,2.0,1.0,1.0,0.0,permesso di soggiorno,m,0-17,singola tratta,british airways,ba0584,segnalato,,
voli investigati,tsf,tia,2024-02-16 11:40:00,treviso,tirana,albania,4.0,1.0,interpol,,,alb,treviso,tirana,albania,4.0,116.0,119.0,11.0,,,0-17,singola tratta,wizz air malta,w44809,respinto,,
viaggiatori entrati,bgy,ema,2024-02-16 12:05:00,bergamo,derby,regno unito,2.0,179.0,,,,alb,bergamo,derby,regno unito,2.0,5.0,5.0,0.0,visto,f,61+,singola tratta,ryanair dac,fr1702,,,
esito negativo,mxp,icn,2024-02-16 12:10:00,milano,seoul,corea del sud,2.0,5.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,mxp,icn,2024-02-16 12:10:00,milano,seoul,corea del sud,2.0,263.0,,,,,,,,,,,,,,,,,,,,
allarmi generati,fco,saw,2024-02-16 12:15:00,roma,istanbul,turchia,5.0,4.0,sdi,,,alb,roma,istanbul,turchia,5.0,,,,visto,m,46-60,singola tratta,pegasus airlines,pc1223,segnalato,,
allarmi generati,fco,pvg,2024-02-16 12:35:00,roma,shanghai,cina,5.0,4.0,,,,,,,,,,,,,,,,,,,,
allarmi generati,lin,lcy,2024-02-16 12:35:00,milano,londra,regno unito,2.0,2.0,tsc,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,mxp,ist,2024-02-16 12:35:00,milano,istanbul,turchia,2.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,blq,cmn,2024-02-16 12:50:00,bologna,casablanca,marocco,8.0,129.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,psa,brs,2024-02-16 12:50:00,pisa,bristol,regno unito,8.0,2.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,bgy,lgw,2024-02-16 13:00:00,bergamo,londra,regno unito,2.0,97.0,sdi,,,,,,,,,,,,,,,,,,,
voli investigati,bgy,lgw,2024-02-16 13:00:00,bergamo,londra,regno unito,2.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
